Date,Low,High,Close,Open
2014-10-03,33.51,36.32,36.23,35.35
2014-09-26,34.64,37.0,35.93,37.0
2014-09-19,36.63,38.25,36.63,37.6
2014-09-12,37.38,39.04,37.65,37.96
2014-09-05,37.71,40.54,37.85,39.0
2014-08-29,38.36,40.28,38.881,40.23
2014-08-22,39.445,41.0,39.85,39.6
2014-08-15,37.27,40.0799,39.19,37.79
2014-08-08,35.23,39.85,37.18,39.49
2014-08-01,38.05,41.9495,39.43,41.87
2014-07-25,41.335,43.95,41.68,42.91
2014-07-18,41.65,44.0,42.9199,43.26
2014-07-11,37.9,43.23,42.88,41.72
2014-07-03,41.4,44.08,41.62,44.04
2014-06-27,42.3,44.88,44.0,44.3
2014-06-20,39.67,44.55,44.55,39.68
2014-06-13,38.855,44.43,40.38,44.0
2014-06-06,40.0,43.92,43.88,40.0
2014-05-30,39.19,40.33,40.16,39.38
2014-05-23,38.02,39.5,39.11,38.49
2014-05-16,37.48,39.74,38.525,38.35
2014-05-09,35.79,38.7,38.26,36.08
2014-05-02,34.34,36.72,36.49,36.41
2014-04-25,34.86,38.24,36.0,35.08
2014-04-17,31.86,35.865,35.4,34.0
2014-04-11,33.59,37.48,33.6799,36.78
2014-04-04,35.75,38.9,36.56,35.84
2014-03-28,35.02,38.26,35.39,36.25
2014-03-21,35.91,38.04,36.11,36.62
2014-03-14,35.67,39.88,36.34,38.7
2014-03-07,35.32,39.325,39.02,36.17
2014-02-28,36.02,37.28,36.93,36.2
2014-02-21,34.11,36.45,36.17,34.73
2014-02-14,34.06,36.15,34.41,36.1
2014-02-07,33.05,35.7,35.67,33.95
2014-01-31,28.67,34.2,33.55,30.4
2014-01-24,29.91,31.46,30.4,30.66
2014-01-17,28.58,30.02,30.02,29.18
2014-01-10,26.35,29.83,29.35,26.62
2014-01-03,24.63,26.75,26.54,24.87
2013-12-27,24.91,26.49,24.94,26.29
2013-12-20,25.55,26.7658,26.33,26.63
2013-12-13,23.4501,27.2,26.23,23.95
2013-12-06,21.45,23.62,22.55,23.55
2013-11-29,23.45,24.53,23.48,24.45
2013-11-22,23.78,24.81,24.27,24.22
2013-11-15,22.5,25.49,23.89,23.25
2013-11-08,21.9,23.9,23.21,22.6
2013-11-01,21.6,22.99,22.44,22.24
2013-10-25,21.07,23.16,22.15,21.23
2013-10-18,20.26,21.35,21.14,20.52
2013-10-11,19.77,20.77,20.72,20.41
2013-10-04,18.04,20.75,20.53,18.34
2013-09-27,18.54,19.48,19.08,18.89
2013-09-20,17.97,19.21,18.89,18.16
2013-09-13,16.84,18.18,17.87,16.86
2013-09-06,16.11,17.2,16.8,16.38
2013-08-30,15.28,16.73,16.16,16.16
2013-08-23,15.6,16.4,16.16,15.97
2013-08-16,15.35,18.95,16.01,18.49
2013-08-09,18.52,19.25,18.6,18.9
2013-08-02,18.9,19.59,18.92,19.07
2013-07-26,17.85,19.11,19.09,18.25
2013-07-19,17.56,18.93,18.23,17.66
2013-07-12,16.85,17.85,17.56,16.94
2013-07-05,16.04,17.04,16.84,16.5
2013-06-28,15.59,16.64,16.42,16.06
2013-06-21,16.05,17.32,16.34,17.02
2013-06-14,16.64,17.35,16.93,17.09
2013-06-07,15.93,18.2,17.02,17.54
2013-05-31,17.55,18.72,17.57,18.44
2013-05-24,17.44,19.39,18.21,19.05
2013-05-17,17.57,19.7,19.01,17.74
2013-05-10,16.91,17.86,17.76,17.05
2013-05-03,16.56,17.19,17.02,16.7
2013-04-26,15.33,16.73,16.59,15.99
2013-04-19,15.47,16.74,16.02,16.2
2013-04-12,15.53,16.39,16.14,15.82
2013-04-05,15.03,17.13,15.72,17.02
2013-03-28,16.33,17.09,16.97,16.92
2013-03-22,15.71,17.43,16.86,15.8
2013-03-15,14.71,16.54,15.98,14.85
2013-03-08,13.47,15.2,14.92,13.5
2013-03-01,12.7,13.95,13.61,13.6
2013-02-22,12.9,14.56,13.57,14.33
2013-02-15,13.16,15.01,14.5,14.89
2013-02-08,13.86,15.4,14.75,14.08
2013-02-01,14.02,15.31,14.12,15.0
2013-01-25,14.44,15.64,14.97,14.47
2013-01-18,14.11,14.87,14.44,14.81
2013-01-11,14.53,15.5,14.78,14.79
2013-01-04,12.84,14.87,14.73,12.85
2012-12-28,12.65,13.55,12.79,13.34
2012-12-21,12.73,13.75,13.44,13.1
2012-12-14,12.6,13.26,12.83,12.79
2012-12-07,11.97,13.05,12.77,12.92
2012-11-30,12.2,13.09,12.89,12.41
2012-11-23,11.7,12.57,12.5,11.78
2012-11-16,11.52,12.9,11.76,12.72
2012-11-09,12.18,13.19,12.61,12.57
2012-11-02,11.55,12.69,12.53,11.8
2012-10-26,11.45,12.63,11.92,11.49
2012-10-19,11.25,12.12,11.47,11.47
2012-10-12,11.01,11.84,11.36,11.76
2012-10-05,10.32,12.22,11.66,10.35
2012-09-28,10.15,10.94,10.46,10.66
2012-09-21,10.19,11.24,10.67,10.63
2012-09-14,10.49,12.48,10.53,12.1
2012-09-07,10.22,12.2,12.14,10.61
2012-08-31,10.1,11.36,10.66,11.16
2012-08-24,10.07,11.75,11.11,10.08
2012-08-17,9.9,10.4,10.08,10.2
2012-08-10,9.74,11.12,10.07,10.94
2012-08-03,10.61,11.63,10.89,11.3
2012-07-27,10.59,12.49,11.35,11.88
2012-07-20,11.87,14.5,12.01,14.4
2012-07-13,13.27,14.51,14.45,13.82
2012-07-06,12.88,14.09,13.87,13.43
2012-06-29,12.57,13.8,13.33,13.0
2012-06-22,11.83,13.78,13.17,12.03
2012-06-15,11.33,12.55,12.03,12.22
2012-06-08,11.12,12.63,12.15,12.63
2012-06-01,12.22,13.36,12.64,12.41
2012-05-25,10.07,12.4,12.3,10.07
2012-05-18,9.65,11.73,10.06,11.44
2012-05-11,10.57,11.47,11.32,10.65
2012-05-04,10.06,10.94,10.7,10.27
2012-04-27,8.95,10.44,10.31,9.15
2012-04-20,7.85,9.77,9.34,7.86
2012-04-13,7.45,7.94,7.84,7.75
2012-04-05,7.41,8.04,7.78,7.59
2012-03-30,7.42,7.97,7.59,7.63
2012-03-23,7.05,7.8,7.55,7.11
2012-03-16,6.78,7.74,7.15,7.0
2012-03-09,6.83,7.39,7.03,7.39
2012-03-02,6.9,7.83,7.63,7.07
2012-02-24,6.97,8.89,6.99,8.87
2012-02-17,8.68,9.25,8.9,8.98
2012-02-10,8.6,9.62,8.85,9.61
2012-02-03,8.1,9.91,9.64,8.52
2012-01-27,6.11,8.27,8.18,6.43
2012-01-20,5.81,6.57,6.37,6.01
2012-01-13,5.55,6.2,5.97,5.56
2012-01-06,4.97,5.67,5.6,5.2
2011-12-30,5.05,5.69,5.07,5.56
2011-12-23,5.42,6.23,5.62,6.18
2011-12-16,5.14,6.21,6.18,5.46
2011-12-09,4.97,5.68,5.62,5.01
2011-12-02,4.16,5.25,4.84,4.21
2011-11-25,3.96,4.37,4.02,4.33
2011-11-18,4.32,5.2,4.42,5.03
2011-11-11,4.75,5.55,5.01,5.5
2011-11-04,5.09,5.9,5.5,5.87
2011-10-28,5.59,6.13,5.94,5.8
2011-10-21,5.68,6.16,5.87,6.02
2011-10-14,5.22,6.48,6.04,5.39
2011-10-07,4.53,5.59,5.21,5.44
2011-09-30,5.47,6.57,5.5,6.26
2011-09-23,5.64,6.19,6.13,5.77
2011-09-16,4.68,5.96,5.91,4.95
2011-09-09,4.96,5.3,5.02,5.08
2011-09-02,5.12,5.73,5.22,5.33
2011-08-26,5.0,5.43,5.26,5.36
2011-08-19,5.11,6.14,5.14,5.57
2011-08-12,4.95,5.8,5.53,5.13
2011-08-05,5.25,6.43,5.52,6.4
2011-07-29,5.77,6.76,6.24,6.71
2011-07-22,6.65,7.34,6.8,7.16
2011-07-15,7.35,8.2,7.44,8.19
2011-07-08,8.16,8.97,8.21,8.88
2011-07-01,8.7,9.26,8.94,8.73
2011-06-24,8.34,9.04,8.69,8.48
2011-06-17,7.94,8.54,8.4,8.18
2011-06-10,8.02,8.96,8.1,8.91
2011-06-03,8.86,9.34,8.89,9.13
2011-05-27,9.05,10.24,9.12,10.05
2011-05-20,9.41,10.35,10.17,9.55
2011-05-13,9.31,10.05,9.41,9.53
2011-05-06,8.98,10.1,9.69,9.24
2011-04-29,8.06,9.16,9.09,8.07
2011-04-21,8.03,8.53,8.13,8.04
2011-04-15,7.76,8.6,8.09,7.87
2011-04-08,7.85,8.89,7.94,8.87
2011-04-01,8.59,9.24,8.78,9.11
2011-03-25,8.65,9.3,9.02,9.04
2011-03-18,8.42,9.2,8.96,9.09
2011-03-11,8.01,9.38,9.18,8.19
2011-03-04,7.71,8.72,8.28,8.67
2011-02-25,8.16,9.56,8.57,9.28
2011-02-18,9.62,10.21,9.72,10.18
2011-02-11,9.28,10.2,10.13,9.29
2011-02-04,9.21,10.53,9.24,10.19
2011-01-28,9.85,11.28,10.16,9.87
2011-01-21,9.67,10.71,9.83,10.71
2011-01-14,10.75,11.56,10.79,11.29
2011-01-07,10.08,11.4,11.4,10.11
2010-12-31,9.8,10.25,10.01,9.93
2010-12-23,9.89,10.6,9.91,10.02
2010-12-17,10.0,11.02,10.06,10.93
2010-12-10,10.39,11.32,10.93,11.0
2010-12-03,10.91,11.79,11.04,11.62
2010-11-26,10.9,11.98,11.7,10.99
2010-11-19,10.51,11.21,11.08,10.65
2010-11-12,10.55,11.63,10.63,11.57
2010-11-05,11.49,12.26,11.57,11.88
2010-10-29,10.91,12.24,11.79,10.97
2010-10-22,9.7,11.05,10.81,9.79
2010-10-15,8.94,9.9,9.7,9.06
2010-10-08,9.0,9.48,9.07,9.24
2010-10-01,9.05,9.55,9.29,9.28
2010-09-24,8.76,9.59,8.99,9.1
2010-09-17,8.51,9.2,9.08,9.07
2010-09-10,8.76,9.9,8.79,9.88
2010-09-03,8.66,10.17,9.97,9.23
2010-08-27,8.4,9.48,9.15,9.21
2010-08-20,8.79,9.83,9.1,9.06
2010-08-13,8.82,9.83,9.14,9.63
2010-08-06,9.32,11.4,9.49,11.0
2010-07-30,10.31,11.15,10.85,10.4
2010-07-23,8.05,10.4,10.35,9.0
2010-07-16,8.85,9.63,8.95,9.46
2010-07-09,8.02,9.65,9.54,8.5
2010-07-02,8.06,9.42,8.19,9.19
2010-06-25,9.08,10.7,9.16,10.6
2010-06-18,9.65,10.87,10.44,10.15
2010-06-11,8.16,9.93,9.93,8.83
2010-06-04,8.55,9.64,8.59,8.64
2010-05-28,6.97,8.97,8.83,7.19
2010-05-21,6.6,7.43,7.21,7.06
2010-05-14,6.66,7.57,7.09,6.88
2010-05-07,5.7,7.45,6.38,7.21
2010-04-30,6.27,7.57,7.07,6.68
2010-04-23,6.28,7.18,6.63,7.01
2010-04-16,7.01,7.7,7.15,7.4
2010-04-09,6.68,7.87,7.32,7.46
2010-04-01,7.09,7.49,7.4,7.44
2010-03-26,6.81,7.7,7.3,7.08
2010-03-19,7.07,7.96,7.1,7.88
2010-03-12,7.3,8.17,7.95,7.45
2010-03-05,7.17,7.82,7.43,7.41
2010-02-26,6.91,7.4,7.33,6.97
2010-02-19,6.65,7.0,6.93,6.93
2010-02-12,5.82,6.91,6.81,5.88
2010-02-05,5.35,6.03,5.89,5.43
2010-01-29,4.47,5.61,5.31,5.34
2010-01-22,5.11,5.96,5.24,5.5
2010-01-15,4.94,5.84,5.5,5.13
2010-01-08,4.66,5.43,5.14,4.84
2009-12-31,4.68,5.4,4.84,5.22
2009-12-24,4.46,5.4,5.38,4.52
2009-12-18,4.32,5.04,4.53,4.94
2009-12-11,4.27,4.88,4.83,4.42
2009-12-04,3.4,4.46,4.43,3.48
2009-11-27,3.08,3.62,3.47,3.17
2009-11-20,3.04,3.44,3.1,3.27
2009-11-13,3.02,3.37,3.22,3.27
2009-11-06,2.82,3.26,3.19,3.12
2009-10-30,2.95,3.78,3.06,3.72
2009-10-23,3.53,4.47,3.69,4.34
2009-10-16,4.29,4.7,4.29,4.51
2009-10-09,4.21,4.55,4.47,4.46
2009-10-02,3.98,5.12,4.31,5.09
2009-09-25,4.4,5.6,4.96,4.88
2009-09-18,3.83,5.35,4.98,3.93
2009-09-11,3.33,4.2,4.03,3.46
2009-09-04,2.89,3.5,3.38,3.5
2009-08-28,3.15,3.88,3.57,3.21
2009-08-21,2.82,3.2,3.15,2.95
2009-08-14,2.85,3.2,3.08,3.18
2009-08-07,2.61,3.36,3.21,2.98
2009-07-31,2.62,3.12,2.93,2.9
2009-07-24,2.04,2.8,2.79,2.06
2009-07-17,2.0,2.22,2.04,2.07
2009-07-10,2.01,2.55,2.06,2.39
2009-07-02,2.18,2.48,2.46,2.36
2009-06-26,2.11,2.57,2.35,2.57
2009-06-19,2.5,2.8,2.57,2.62
2009-06-12,2.5,2.82,2.71,2.82
2009-06-05,2.61,3.2,2.91,2.61
2009-05-29,2.41,2.96,2.58,2.9
2009-05-22,2.86,3.25,2.89,3.14
2009-05-15,2.9,3.9,3.04,3.75
2009-05-08,3.46,5.35,3.69,4.15
2009-05-01,3.75,4.31,4.01,4.28
2009-04-24,3.49,5.06,4.84,3.76
2009-04-17,3.2,4.14,3.97,3.41
2009-04-09,2.84,3.5,3.46,2.9
2009-04-03,2.4,3.06,2.97,2.58
2009-03-27,2.34,2.97,2.67,2.48
2009-03-20,2.25,3.46,2.36,3.35
2009-03-13,2.0,3.31,3.14,2.08
2009-03-06,1.88,2.88,2.16,2.8
2009-02-27,2.78,3.76,2.85,3.3
2009-02-20,2.72,4.56,3.12,4.41
2009-02-13,4.4,5.5,4.75,5.45
2009-02-06,4.75,6.15,5.47,5.62
2009-01-30,5.39,8.02,5.67,7.79
2009-01-23,6.55,8.47,7.82,8.35
2009-01-16,6.85,9.7,8.53,9.15
2009-01-09,7.96,9.67,9.0,8.38
2009-01-02,7.13,8.48,8.39,7.26
2008-12-26,7.1,7.73,7.43,7.44
2008-12-19,6.03,7.89,7.44,6.48
2008-12-12,5.9,8.05,6.68,7.81
2008-12-05,4.88,7.53,7.47,5.79
2008-11-28,4.35,5.97,5.96,4.61
2008-11-21,4.0,6.61,4.48,5.69
2008-11-14,5.0,8.0,5.73,7.64
2008-11-07,7.52,11.24,7.87,10.54
2008-10-31,6.76,10.99,10.14,8.29
2008-10-24,6.02,8.88,7.97,7.18
2008-10-17,4.89,7.64,7.38,4.97
2008-10-10,3.16,6.63,4.6,6.58
2008-10-03,5.29,7.56,6.49,6.26
2008-09-26,5.84,7.85,6.12,7.61
2008-09-19,6.86,9.22,7.91,8.31
2008-09-12,5.39,8.25,7.88,7.78
2008-09-05,7.28,10.46,7.91,9.9
2008-08-29,6.53,8.68,8.49,7.76
2008-08-22,6.2,9.34,7.86,8.85
2008-08-15,7.7,9.79,9.02,7.88
2008-08-08,5.08,8.05,7.96,5.26
2008-08-01,4.1,5.8,5.16,4.28
2008-07-25,2.63,5.24,4.54,2.86
2008-07-18,1.45,2.9,2.87,2.29
2008-07-11,2.13,2.81,2.18,2.59
2008-07-03,2.27,2.65,2.4,2.43
2008-06-27,2.3,3.25,2.45,3.24
2008-06-20,2.75,3.55,3.15,2.85
2008-06-13,2.39,4.27,2.86,4.25
2008-06-06,3.63,4.77,4.12,4.03
2008-05-30,3.96,4.69,3.96,4.44
2008-05-23,4.18,7.95,4.18,7.8
2008-05-16,6.94,8.01,7.8,7.32
2008-05-09,6.8,8.82,7.08,8.68
2008-05-02,7.06,9.62,8.72,7.32
2008-04-25,6.1,8.4,7.16,8.11
2008-04-18,7.72,9.13,8.03,8.89
2008-04-11,8.6,9.94,8.81,9.57
2008-04-04,8.33,9.81,9.43,8.48
2008-03-28,8.06,9.33,8.57,8.91
2008-03-20,7.24,8.95,8.73,8.0
2008-03-14,8.02,11.16,8.29,11.11
2008-03-07,10.8,12.96,10.99,12.19
2008-02-29,12.4,14.1,12.4,13.55
2008-02-22,13.15,14.78,13.48,14.42
2008-02-15,13.9,15.49,14.41,15.17
2008-02-08,13.6,16.44,15.17,15.59
2008-02-01,12.2,15.55,15.39,12.39
2008-01-25,11.61,13.42,12.29,12.26
2008-01-18,11.33,13.3,12.92,12.07
2008-01-11,10.18,12.98,11.89,12.4
2008-01-04,11.95,15.0,12.41,14.85
2007-12-28,14.63,16.09,14.71,15.16
2007-12-21,14.41,15.92,15.4,15.42
2007-12-14,14.62,18.9,15.66,18.25
2007-12-07,17.34,21.21,18.25,21.21
2007-11-30,18.75,21.44,20.77,20.4
2007-11-23,18.0,22.18,20.35,22.0
2007-11-16,21.25,25.51,22.41,21.63
2007-11-09,19.96,26.27,21.03,25.88
2007-11-02,25.25,28.71,25.88,27.69
2007-10-26,26.0,29.7,27.35,26.22
2007-10-19,26.2,29.81,26.38,29.77
2007-10-12,28.88,33.45,30.15,30.01
2007-10-05,26.35,30.75,30.01,26.62
2007-09-28,25.7,29.37,26.25,29.33
2007-09-21,28.65,30.94,29.39,30.2
2007-09-14,29.16,31.46,30.08,30.33
2007-09-07,29.02,33.96,29.81,30.86
2007-08-31,28.6,31.2,30.95,30.3
2007-08-24,26.15,30.82,30.72,26.55
2007-08-17,24.26,31.65,26.31,29.44
2007-08-10,28.13,32.71,28.98,31.38
2007-08-03,29.92,34.0,31.14,33.9
2007-07-27,32.29,36.12,33.48,35.1
2007-07-20,33.94,36.2,34.71,33.94
2007-07-13,33.43,36.81,34.1,34.62
2007-07-06,30.38,34.7,34.62,30.68
2007-06-29,27.57,32.29,30.27,29.78
2007-06-22,26.78,30.17,29.34,27.9
2007-06-15,27.49,30.73,27.61,30.6
2007-06-08,30.05,35.25,30.89,35.25
2007-06-01,34.6,36.54,35.25,34.84
2007-05-25,32.77,35.56,34.25,33.49
2007-05-18,32.1,34.2,33.48,32.81
2007-05-11,32.79,36.69,33.36,36.52
2007-05-04,35.4,38.28,36.15,38.0
2007-04-27,37.11,45.65,37.18,45.5
2007-04-20,44.62,47.63,45.31,45.48
2007-04-13,43.93,47.97,45.23,46.3
2007-04-05,43.93,48.3,47.05,45.26
2007-03-30,44.56,47.58,45.48,47.0
2007-03-23,46.3,50.47,47.58,46.3
2007-03-16,44.01,51.0,46.39,49.2
2007-03-09,48.68,51.42,48.93,50.52
2007-03-02,50.42,54.77,50.65,54.38
2007-02-23,53.68,57.43,54.25,56.96
2007-02-16,56.14,59.82,56.7,58.45
2007-02-09,57.02,59.85,58.14,57.49
2007-02-02,51.75,58.76,57.98,52.23
2007-01-26,51.52,58.36,52.13,58.3
2007-01-19,56.85,62.1,58.29,60.81
2007-01-12,57.04,62.5,60.81,57.3
2007-01-05,53.65,59.15,58.29,53.89
2006-12-29,53.85,57.3,53.85,55.95
2006-12-22,54.0,58.09,55.34,56.62
2006-12-15,56.38,62.7,56.5,60.72
2006-12-08,55.95,60.81,59.25,56.62
2006-12-01,55.3,62.8,56.1,62.7
2006-11-24,59.0,63.27,62.95,59.65
2006-11-17,49.35,62.57,59.45,49.66
2006-11-10,48.1,51.25,49.3,48.1
2006-11-03,47.0,51.65,47.42,49.4
2006-10-27,47.91,51.45,49.36,49.9
2006-10-20,43.81,50.22,49.74,45.75
2006-10-13,45.58,48.35,45.92,47.02
2006-10-06,44.85,48.71,47.75,45.0
2006-09-29,43.55,48.29,44.33,46.75
2006-09-22,44.2,47.48,46.04,46.23
2006-09-15,40.05,47.44,46.23,40.98
2006-09-08,38.8,43.39,41.16,42.73
2006-09-01,40.1,43.75,41.75,40.1
2006-08-25,39.48,41.94,39.48,41.75
2006-08-18,37.75,44.27,42.1,38.55
2006-08-11,36.8,44.11,37.19,43.08
2006-08-04,42.74,47.82,44.95,47.8
2006-07-28,47.05,51.53,48.21,49.9
2006-07-21,46.36,52.03,48.77,47.25
2006-07-14,45.42,56.41,47.2,55.0
2006-07-07,50.34,56.1,54.81,50.63
2006-06-30,46.76,50.9,50.54,50.63
2006-06-23,45.55,50.87,50.67,45.55
2006-06-16,41.0,47.7,45.2,47.6
2006-06-09,44.1,49.1,47.82,45.45
2006-06-02,43.85,47.3,45.85,46.0
2006-05-26,42.76,47.5,46.37,47.4
2006-05-19,45.79,49.95,47.4,48.85
2006-05-12,46.48,52.18,48.02,49.1
2006-05-05,43.19,49.2,48.59,43.19
2006-04-28,39.04,44.7,43.26,39.25
2006-04-21,36.19,39.64,37.73,38.4
2006-04-13,36.76,39.65,38.63,39.65
2006-04-07,38.97,40.75,39.65,40.0
2006-03-31,36.71,40.02,40.0,39.1
2006-03-24,35.43,39.99,38.71,35.45
2006-03-17,32.78,35.5,35.43,33.25
2006-03-10,31.38,33.89,33.26,31.9
2006-03-03,31.32,34.07,31.87,33.9
2006-02-24,31.3,35.02,33.52,32.5
2006-02-17,30.55,34.2,33.15,31.05
2006-02-10,28.62,30.76,30.0,29.2
2006-02-03,28.35,30.41,29.55,28.73
2006-01-27,28.3,31.51,28.89,29.49
2006-01-20,28.6,33.55,29.24,33.55
2006-01-13,32.96,38.88,34.05,38.8
2006-01-06,36.85,40.6,39.0,37.2
2005-12-30,36.35,38.8,37.14,37.99
2005-12-23,34.02,38.0,37.73,35.18
2005-12-16,33.05,35.5,35.15,33.8
2005-12-09,31.38,34.18,33.88,32.08
2005-12-02,32.63,34.94,34.28,33.05
2005-11-25,31.26,33.68,32.85,32.75
2005-11-18,32.84,34.55,33.05,33.5
2005-11-11,28.38,33.96,33.35,29.0
2005-11-04,24.0,29.0,28.8,24.0
2005-10-28,21.7,23.9,23.9,22.01
2005-10-21,20.85,22.42,21.96,22.15
2005-10-14,21.4,22.4,22.27,22.28
2005-10-07,20.9,23.0,22.15,20.9
